variant,m,n,k,us,tflops,gbps,sm_mhz,power_w,backend
tp1,513,5120,13824,39.885,1820.71,2146.47,2062,403.3,CUBLASLT
tp1,513,5120,13824,58.359,1244.35,1466.99,2062,408.6,CUTLASS
tp1,1024,5120,13824,68.634,2112.00,1428.95,2062,433.5,CUBLASLT
tp1,1024,5120,13824,81.940,1769.04,1196.91,2062,433.1,CUTLASS
tp1,1536,5120,13824,90.272,2408.64,1225.37,2062,387.9,CUBLASLT
tp1,1536,5120,13824,98.877,2199.02,1118.73,2062,393.0,CUTLASS
tp1,2048,5120,13824,125.732,2305.78,979.53,2062,428.3,CUBLASLT
tp1,2048,5120,13824,138.147,2098.56,891.50,2062,436.4,CUTLASS
tp1,4096,5120,13824,205.390,2823.02,843.89,2062,431.2,CUBLASLT
tp1,4096,5120,13824,234.555,2472.00,738.96,2062,428.4,CUTLASS
tp1,5120,5120,13824,249.005,2910.69,796.81,2062,385.0,CUBLASLT
tp1,5120,5120,13824,280.158,2587.02,708.21,2062,384.4,CUTLASS
tp1,8192,5120,13824,371.953,3117.71,735.74,2062,436.6,CUBLASLT
tp1,8192,5120,13824,432.286,2682.58,633.06,2062,436.3,CUTLASS
tp1,10240,5120,13824,453.742,3194.66,713.69,2062,392.5,CUBLASLT
tp1,10240,5120,13824,535.976,2704.51,604.19,2062,385.1,CUTLASS
tp1,16384,5120,13824,715.692,3240.62,662.76,2062,440.7,CUBLASLT
tp1,16384,5120,13824,794.009,2920.98,597.39,2062,439.4,CUTLASS
tp1,20480,5120,13824,880.554,3292.36,652.62,2062,412.1,CUBLASLT
tp1,20480,5120,13824,982.751,2949.99,584.76,2062,405.3,CUTLASS
tp4,1,5120,3456,9.274,3.82,1970.58,2062,455.8,CUBLASLT
tp4,1,5120,3456,12.423,2.85,1471.08,2062,442.8,CUTLASS
tp4,2,5120,3456,9.178,7.71,1992.69,2062,457.5,CUBLASLT
tp4,2,5120,3456,13.078,5.41,1398.45,2062,455.9,CUTLASS
tp4,4,5120,3456,9.354,15.13,1958.12,2062,457.4,CUBLASLT
tp4,4,5120,3456,12.813,11.05,1429.51,2062,457.5,CUTLASS
tp4,8,5120,3456,9.184,30.83,2000.33,2062,448.6,CUBLASLT
tp4,8,5120,3456,12.787,22.14,1436.70,2062,453.6,CUTLASS
tp4,16,5120,3456,9.306,60.85,1985.88,2062,447.2,CUBLASLT
tp4,16,5120,3456,12.221,46.33,1512.20,2062,448.0,CUTLASS
tp4,32,5120,3456,9.267,122.20,2017.89,2062,455.5,CUBLASLT
tp4,32,5120,3456,12.333,91.82,1516.24,2062,447.4,CUTLASS
tp4,64,5120,3456,9.414,240.59,2032.93,2062,441.5,CUBLASLT
tp4,64,5120,3456,12.160,186.26,1573.85,2062,451.5,CUTLASS
tp4,128,5120,3456,9.539,474.88,2098.19,2062,438.8,CUBLASLT
tp4,128,5120,3456,12.131,373.41,1649.87,2062,440.4,CUTLASS
tp4,129,5120,3456,9.546,478.24,2099.53,2062,458.9,CUBLASLT
tp4,129,5120,3456,12.131,376.33,1652.14,2062,458.8,CUTLASS
tp4,256,5120,3456,9.629,940.88,2262.07,2062,431.1,CUBLASLT
tp4,256,5120,3456,12.282,737.64,1773.45,2062,436.3,CUTLASS
tp4,257,5120,3456,9.725,935.23,2242.57,2062,462.3,CUBLASLT
tp4,257,5120,3456,12.253,742.27,1779.89,2062,459.6,CUTLASS
tp4,512,5120,3456,13.200,1372.68,1917.83,2062,471.1,CUBLASLT
tp4,512,5120,3456,17.610,1028.93,1437.55,2062,472.1,CUTLASS
tp4,513,5120,3456,13.008,1395.66,1948.25,2062,482.4,CUBLASLT
tp4,513,5120,3456,17.427,1041.76,1454.23,2062,470.8,CUTLASS
tp4,1024,5120,3456,18.576,1950.84,1743.27,2062,431.0,CUBLASLT
tp4,1024,5120,3456,23.898,1516.39,1355.05,2062,431.1,CUTLASS
tp4,1536,5120,3456,22.675,2397.27,1739.83,2062,487.1,CUBLASLT
tp4,1536,5120,3456,28.125,1932.74,1402.69,2062,482.4,CUTLASS
tp4,2048,5120,3456,28.567,2537.11,1628.39,2062,409.6,CUBLASLT
tp4,2048,5120,3456,38.608,1877.27,1204.89,2062,425.9,CUTLASS
tp4,4096,5120,3456,53.344,2717.37,1402.01,2062,410.9,CUBLASLT
tp4,4096,5120,3456,61.389,2361.26,1218.28,2062,409.8,CUTLASS
tp4,5120,5120,3456,66.304,2732.78,1341.16,2062,491.1,CUBLASLT
tp4,5120,5120,3456,73.958,2449.96,1202.36,2062,489.9,CUTLASS
tp4,8192,5120,3456,99.914,2901.60,1314.43,2062,413.1,CUBLASLT
tp4,8192,5120,3456,112.580,2575.15,1166.55,2062,411.9,CUTLASS
tp4,10240,5120,3456,120.983,2995.36,1319.20,2062,493.9,CUBLASLT
tp4,10240,5120,3456,136.032,2663.99,1173.26,2062,493.9,CUTLASS
tp4,16384,5120,3456,188.109,3082.36,1299.31,2062,425.0,CUBLASLT
tp4,16384,5120,3456,202.791,2859.20,1205.24,2062,421.8,CUTLASS
tp4,20480,5120,3456,233.949,3098.01,1286.41,2062,491.1,CUBLASLT
tp4,20480,5120,3456,242.051,2994.31,1243.35,2062,490.8,CUTLASS
tp8,1,5120,1728,6.963,2.54,1314.55,2062,431.6,CUBLASLT
tp8,1,5120,1728,9.174,1.93,997.73,2062,430.6,CUTLASS
tp8,2,5120,1728,6.986,5.07,1311.94,2062,427.3,CUBLASLT
tp8,2,5120,1728,9.293,3.81,986.25,2062,429.9,CUTLASS
tp8,4,5120,1728,6.794,10.42,1352.53,2062,419.8,CUBLASLT
tp8,4,5120,1728,9.114,7.77,1008.24,2062,429.4,CUTLASS
tp8,8,5120,1728,6.931,20.42,1332.71,2062,415.9,CUBLASLT
tp8,8,5120,1728,9.373,15.10,985.49,2062,419.8,CUTLASS
tp8,16,5120,1728,6.970,40.62,1338.99,2062,417.6,CUBLASLT
tp8,16,5120,1728,9.315,30.39,1001.90,2062,415.9,CUTLASS
tp8,32,5120,1728,6.781,83.50,1404.55,2062,417.9,CUBLASLT
tp8,32,5120,1728,9.136,61.98,1042.49,2062,417.6,CUTLASS
tp8,64,5120,1728,7.178,157.77,1380.22,2062,416.7,CUBLASLT
tp8,64,5120,1728,9.331,121.37,1061.75,2062,417.9,CUTLASS
tp8,128,5120,1728,6.826,331.81,1563.60,2062,410.6,CUBLASLT
tp8,128,5120,1728,9.046,250.38,1179.88,2062,416.3,CUTLASS
tp8,129,5120,1728,6.998,326.18,1527.91,2062,500.8,CUBLASLT
tp8,129,5120,1728,9.104,250.73,1174.46,2062,500.8,CUTLASS
tp8,256,5120,1728,7.251,624.72,1684.21,2062,403.0,CUBLASLT
tp8,256,5120,1728,9.331,485.46,1308.78,2062,410.4,CUTLASS
tp8,257,5120,1728,7.094,641.04,1724.18,2062,497.9,CUBLASLT
tp8,257,5120,1728,9.082,500.72,1346.77,2062,497.9,CUTLASS
tp8,512,5120,1728,9.347,969.26,1635.86,2062,461.4,CUBLASLT
tp8,512,5120,1728,12.496,725.01,1223.62,2062,471.8,CUTLASS
tp8,513,5120,1728,9.347,971.16,1637.91,2062,441.3,CUBLASLT
tp8,513,5120,1728,12.467,728.11,1228.00,2062,457.8,CUTLASS
tp8,1024,5120,1728,12.643,1433.16,1696.33,2062,397.1,CUBLASLT
tp8,1024,5120,1728,16.861,1074.63,1271.97,2062,403.0,CUTLASS
tp8,1536,5120,1728,15.427,1761.79,1789.26,2062,436.8,CUBLASLT
tp8,1536,5120,1728,18.278,1486.98,1510.17,2062,439.2,CUTLASS
tp8,2048,5120,1728,18.179,1993.44,1857.05,2062,396.6,CUBLASLT
tp8,2048,5120,1728,23.546,1539.06,1433.76,2062,397.1,CUTLASS
tp8,4096,5120,1728,28.429,2549.42,2053.69,2062,397.0,CUBLASLT
tp8,4096,5120,1728,36.215,2001.31,1612.16,2062,396.6,CUTLASS
tp8,5120,5120,1728,34.311,2640.46,2060.48,2062,437.6,CUBLASLT
tp8,5120,5120,1728,41.939,2160.21,1685.71,2062,437.6,CUTLASS
tp8,8192,5120,1728,53.015,2734.23,2030.27,2062,411.9,CUBLASLT
tp8,8192,5120,1728,63.658,2277.09,1690.83,2062,397.0,CUTLASS
tp8,10240,5120,1728,68.662,2638.93,1926.25,2062,434.6,CUBLASLT
tp8,10240,5120,1728,78.627,2304.47,1682.12,2062,436.5,CUTLASS
tp8,16384,5120,1728,105.639,2744.35,1951.32,2062,411.3,CUBLASLT
tp8,16384,5120,1728,116.980,2478.29,1762.14,2062,411.9,CUTLASS
tp8,20480,5120,1728,132.355,2738.00,1929.55,2062,417.6,CUBLASLT
tp8,20480,5120,1728,141.069,2568.87,1810.36,2062,426.6,CUTLASS
